Run,Iteration,Individual,Fitness,StringRepresentation
2,1,8,0.05149788037937803,((((sin(sqrt(((zminy)/(z/y))))*(abs((sqrt(x)^sqrt(z)))max(((xminz)minsqrt(0.5))mincos(cos(x)))))+(((cos((xmin0.5))^(cos(0.5)+cos(z)))*(((z/x)min(0.5maxy))*sqrt((z-z))))-(((sin(0.5)/(y*y))*((zmax0.5)-(z+x)))^abs(((z-x)/(xmin0.5))))))^sqrt(abs((((abs(y)^(0.5-z))-(cos(z)+(z+y)))/(((0.5+z)-(0.5^0.5))min(sqrt(0.5)^sin(x)))))))maxsqrt(sqrt(cos(sqrt(sqrt(((0.5^0.5)maxcos(x))))))))
3,1,0,0.0802389398677049,(((cos((((abs(x)-(xmaxy))+(abs(x)^sin(0.5)))^(((y/0.5)-(yminy))*((0.5maxz)mincos(x)))))-((abs(((y^z)^(0.5+0.5)))/((cos(x)/sqrt(0.5))+((z/x)/(z+y))))/(abs(sin(sqrt(x)))-cos(((y-y)-(x+0.5))))))^sqrt((((((x/y)/(x*y))-sin(cos(y)))maxcos(cos(sqrt(0.5))))^(((sin(z)+(x-y))-((0.5^y)minabs(x)))*(sqrt((yminx))-((0.5maxz)^(z*0.5)))))))min((((sin(((y-z)^(x/0.5)))+(sqrt((0.5/x))min((zmax0.5)-(0.5minx))))-cos((cos(sin(x))max((0.5minx)min(y^y)))))min(abs(((abs(x)-(z^z))^((z-y)minsqrt(y))))^((((0.5^y)maxsin(x))+cos((x^y)))-((sin(0.5)-(xminz))min(sin(z)^sqrt(y))))))+sqrt(sqrt(abs(cos(sin(sqrt(y))))))))
3,1,1,0.11891453356598397,abs(cos((((abs(sqrt((0.5/z)))^sin((cos(z)-(x+0.5))))+((((0.5-x)maxabs(y))+sqrt((0.5-0.5)))min(sin(sqrt(0.5))*cos((xmaxx)))))max(((sqrt((x+z))+sqrt((0.5miny)))-(abs((0.5*z))*abs((xmin0.5))))+cos(sin((sqrt(x)maxcos(x))))))))
3,1,2,0.07970856075242137,(((((z+sqrt((sqrt(z)*(x+y))))*cos((((x*y)+(z+z))max((x-0.5)/y))))min0.5)+((sqrt(cos(sqrt(0.5)))min(xmincos((x^(z-0.5)))))*sin(((x-((z-0.5)+(y^x)))-(((z-y)-(0.5+0.5))+(cos(z)min(0.5^0.5)))))))*(z^0.5))
3,1,3,0.05907242449719209,(sin(abs(cos((sin(sin((z/y)))^sin(((y+z)max(x-0.5)))))))max(cos((((((z^z)*(0.5^y))-(sqrt(x)*cos(y)))maxcos(((x+y)max(xmaxz))))^(abs(((xmaxx)/sin(z)))max((abs(y)maxsin(0.5))-sin(sin(x))))))/sqrt((sin(((cos(z)^(y/y))+(sin(x)minsqrt(y))))max((abs((0.5^0.5))-(sin(y)+(y+x)))+sqrt(((x+z)+cos(x))))))))
3,1,4,0.10221739211495334,cos((0.5/abs(y)))
3,1,5,0.0985805480824738,sin((((((cos((0.5/z))+z)max(((0.5+y)*sqrt(x))min((z*0.5)-abs(z))))/((abs((z^0.5))min((y-x)min(ymaxy)))^((xminsqrt(y))maxabs(sin(y)))))^abs(abs((z/(cos(0.5)-0.5)))))^(((0.5*sqrt(0.5))^z)-(xmax(x^x)))))
3,1,6,0.055792141592690636,(((((((sqrt(0.5)/sin(y))max0.5)*cos(((0.5maxz)-z)))maxabs(sin(((ymaxy)/sin(z)))))maxy)maxsqrt(((((xmax0.5)maxy)+cos(cos(x)))-cos(z))))*((((sqrt((x*sqrt(0.5)))*sin(cos(abs(y))))max(z*abs(cos((y^x)))))+(sin(((0.5minabs(x))+x))*((x/abs(sin(y)))maxz)))^((((xmax(z*sqrt(z)))^z)-x)^abs((((sin(z)*sqrt(x))-(0.5-0.5))*cos(sin(sin(z))))))))
3,1,7,0.057000705617044206,sqrt((((sin(cos(((x*0.5)+(y^0.5))))+((abs((x^x))/(abs(x)*sin(z)))^(((0.5-z)*(z-y))+((y^y)/sqrt(0.5)))))maxcos(cos((cos((0.5+y))^sin((xminx))))))-(abs((sin(((x*x)+(x/y)))-abs(((zmaxz)min(xmin0.5)))))-abs(sin((abs((zmaxx))-abs((y+0.5))))))))
3,1,8,0.18874576058390227,((((sin(((cos(x)/(0.5+x))max((0.5/y)+(x+y))))-(((cos(0.5)+abs(x))-abs((y*y)))-(sin((y-0.5))^((y-y)-cos(y)))))*((((cos(y)+(ymaxy))/sqrt((y/y)))-(((0.5*y)maxcos(z))-((0.5-x)-(0.5-0.5))))max((((0.5*0.5)*(xmaxy))maxsin(sqrt(y)))+(sin((zmaxx))-abs((ymax0.5))))))-(sqrt(sin(((sin(0.5)-(x*z))^sin((ymaxz)))))+cos(((cos((z-x))^cos(cos(z)))/cos((sqrt(z)/abs(y)))))))*((cos(((abs(sin(z))min((x-x)*(0.5*z)))/(((zmaxz)+(0.5-z))^((0.5/y)-cos(0.5)))))*(((sqrt((x*z))^((0.5*x)/abs(x)))minsin(((0.5*x)/(y+z))))*((((0.5maxx)*cos(x))+sqrt((0.5/z)))+(((y/y)*sqrt(x))+(cos(x)-(yminx))))))-((sqrt((sqrt(sqrt(x))*abs(cos(y))))+(sin((cos(0.5)-(yminy)))/cos(((0.5^0.5)^(y-z)))))+((((sqrt(y)*(0.5^z))*((xmaxx)^(yminx)))^((sin(0.5)maxsqrt(0.5))/((0.5/z)-sqrt(z))))^((cos((y/y))minabs((z-x)))+sin((abs(x)*(x+y))))))))
4,1,0,0.12732671606842502,(0.5min(xmin(((y+(abs((0.5*0.5))-x))maxabs(abs(sin(z))))maxsin((ymax0.5)))))
4,1,1,0.08649052952669362,sqrt((cos((cos((abs(sin(z))/((0.5+0.5)max(0.5*z))))min((abs(sqrt(0.5))maxsqrt((zminz)))+sqrt(((z+y)minsqrt(y))))))-(((abs(cos((0.5^0.5)))+sqrt(sin((0.5max0.5))))/abs(cos(((0.5minz)+(z/0.5)))))-((sqrt(sqrt(cos(0.5)))-(sqrt((0.5*y))max((0.5+y)+(y+y))))max(((abs(y)max(ymaxx))max((z+0.5)max(0.5miny)))*(((x*y)/(0.5-z))*((0.5minx)min(y+z))))))))
4,1,2,0.08412973681980812,(xmin((sqrt(abs((z^y)))^((((z/x)-((y/0.5)^cos(0.5)))+abs(sin((y/0.5))))-y))-(((((abs(y)+(z^z))max0.5)minsin(sin(0.5)))maxx)*((y-x)*sin((z/(x+(zminy))))))))
4,1,3,0.10538815414350952,(cos(((x+(((ymax(y/y))miny)max((zmin(x+x))*sqrt(y))))min(y-x)))-cos(abs(cos((sin(sqrt(z))/(((y^0.5)/y)max(cos(x)*(0.5*0.5))))))))
4,1,4,0.06274553709353865,((((((cos((xminz))*((y^z)-(0.5/0.5)))*(cos(abs(y))+((0.5max0.5)mincos(0.5))))max((((0.5minz)-cos(y))*abs(abs(y)))^(sqrt((ymaxz))^sqrt(abs(x)))))maxsin(sqrt((((0.5-0.5)maxabs(y))^sin((z*y))))))max(sin((sqrt(((zmax0.5)min(0.5^z)))max(((y-y)*(z*z))mincos((ymax0.5)))))^(cos(sin(((0.5min0.5)-abs(0.5))))*((sqrt(sqrt(0.5))/(sin(0.5)+(0.5+y)))+(sin((z^x))^((0.5+y)min(0.5/z)))))))+((sin(cos(cos(((0.5max0.5)+(x*z)))))*sin(((((0.5miny)*(0.5/y))-((0.5^z)-(x/0.5)))+sqrt(((0.5+x)min(y+y))))))-sin(sin(((sin(sqrt(z))*(sin(y)min(0.5-z)))+abs((sin(x)max(y*z))))))))
4,1,5,0.0562174683442233,sqrt(sin(0.5))
4,1,6,0.127282284230996,cos(x)
4,1,7,0.10472694890158013,y
4,1,8,0.0790632294658863,sqrt(sqrt(((((((zmaxx)^(xminy))+((yminz)max(0.5-z)))maxcos((abs(y)^(z-z))))min(cos(((y/y)+cos(x)))^sin(cos((xmin0.5)))))maxcos(sqrt(abs(((x*y)-sqrt(0.5))))))))
5,1,0,0.08563288200119736,abs((sin((((((xmaxz)-(0.5-x))minsin((z+x)))/(((zmin0.5)*sqrt(0.5))max((x^0.5)^sin(y))))+((((0.5maxz)-(0.5minz))-((z*z)-(x^y)))^(((0.5miny)/(xminx))-((x*0.5)+sin(z))))))/abs((cos(sin(abs((0.5+y))))maxabs((((0.5-x)max(z*0.5))*((0.5+0.5)min(0.5-y))))))))
5,1,1,0.05670784155278168,((((abs((sin((z*0.5))min(sin(y)maxcos(z))))+(((sin(x)maxsqrt(x))^(sin(z)max(x+0.5)))min(((x^y)+(y^x))min(abs(x)+(ymaxx)))))+sqrt(sin((cos((0.5/x))*sin(sin(y))))))max(((sqrt((cos(z)^(z*x)))^sqrt((sin(z)*sqrt(0.5))))min(((abs(z)-cos(0.5))/((x+y)^(xmaxz)))^(sqrt((0.5miny))^sin((zminz)))))^(((cos((z-z))^((0.5-0.5)-(x*x)))*(sin((yminz))min(abs(x)^(z/0.5))))max(sqrt(cos((z*x)))/(((zmin0.5)+(z^z))^(sin(0.5)/(xminx)))))))-(cos(sqrt((((sqrt(x)^sin(0.5))minsqrt((z^z)))min(abs(sqrt(0.5))^(cos(y)+sqrt(y))))))+abs(cos(((sqrt(sqrt(z))/abs(sqrt(x)))^(sin((y+x))maxsin(abs(y))))))))
5,1,2,0.03038869111675356,((cos(y)-((z/((x/((0.5+y)/z))/(((z/z)-cos(x))maxsqrt(sqrt(0.5)))))/(abs(((xminz)minsqrt(0.5)))+(xmax((y+sin(x))/x)))))max((0.5max(((((y*y)+x)/x)^x)*((y-x)^(0.5/(abs(0.5)minx)))))*(y+((z+sin(x))+x))))
5,1,3,0.03171657477874126,((((abs((((0.5-0.5)*cos(0.5))*sqrt(cos(x))))-((((0.5maxy)-sqrt(y))^sin(sqrt(0.5)))mincos(((x*x)/abs(y)))))+(cos(((cos(z)min(z*z))-cos(sin(0.5))))^((((yminz)-abs(y))/abs(abs(z)))maxsqrt(sin((z^x))))))^abs(((sqrt(((x*x)min(ymaxx)))-sqrt(sqrt((ymaxz))))/sin((((zmin0.5)min(0.5/x))-abs((zmaxx)))))))*((sin(cos((sqrt((0.5min0.5))minsin((0.5max0.5)))))+abs((sqrt(((y*x)*sin(0.5)))min(((y/z)maxsin(x))*((y/0.5)^abs(0.5))))))maxcos(abs((((sqrt(x)min(x/y))max((zmaxy)*(zminz)))/(abs((0.5maxy))-((zmaxz)+(y+z))))))))
5,1,4,0.06951922641985482,(abs(sin((ymin((0.5+y)-cos((yminz))))))-(sqrt(sin(0.5))-(x-(((z^((0.5^z)*(z+0.5)))*0.5)min0.5))))
5,1,5,0.030263287936126173,(abs(0.5)/(0.5-z))
5,1,6,0.03183171588043583,(((((abs(abs((xminy)))maxcos(((0.5^z)/(0.5+y))))^((((0.5miny)/abs(x))/((0.5/x)-(y*y)))^(((x*z)maxsqrt(y))+(cos(0.5)minabs(x)))))+sqrt(cos((((z+z)minsin(0.5))max(cos(y)-(y^y))))))-(sqrt(((((x/0.5)+sin(0.5))-sqrt((z+x)))^cos(sqrt(sin(y)))))min(sin(((cos(x)*(x/x))*(sqrt(0.5)/cos(x))))-((((zmaxy)-cos(z))-(abs(y)+(y-y)))max(((0.5-x)*(0.5-y))/(abs(x)^cos(0.5)))))))-(((cos(cos(((0.5^0.5)max(y+y))))^(((abs(z)min(x/x))+((0.5+y)maxsqrt(x)))+(((y^y)-sin(y))-(sin(0.5)max(zminy)))))-sqrt((abs(((x*x)minsin(x)))+(((0.5-y)*(y*0.5))*abs(cos(x))))))-cos(((((sqrt(z)^sqrt(z))^sqrt((0.5maxz)))^(abs((x*x))*(abs(x)/(xminy))))-cos(sin(((y+y)max(yminx))))))))
5,1,7,0.11230440709870448,(sin(sin(((sqrt(abs((x*y)))-abs(((z*z)+cos(z))))+((sin((y-z))^sqrt(cos(z)))min(((y-y)maxabs(z))min((0.5max0.5)-(x+y)))))))min(cos((cos((((y/z)*sqrt(0.5))^(sin(y)max(ymin0.5))))^abs(cos(abs((z/y))))))/sqrt(abs(((cos((ymin0.5))^cos((x+0.5)))-(sqrt((zmin0.5))+((0.5/y)/abs(0.5))))))))
5,1,8,0.03454361077523163,((0.5miny)maxabs(sqrt((((cos(cos(x))^((y-y)/x))min((sin(z)minabs(z))-sin(cos(0.5))))/(x*(((x-z)-y)*(z-sqrt(x))))))))
6,1,0,0.17937105097308853,sin(y)
6,1,1,0.11076519842225406,sin(((((((cos(y)maxcos(0.5))^abs((z/x)))-cos((abs(z)+cos(z))))-cos(((sqrt(y)max(0.5+0.5))min((y^x)maxsin(0.5)))))minsqrt(cos((((0.5miny)maxabs(y))-((0.5max0.5)/(zmaxy))))))maxcos((((sqrt((z^z))-cos((ymaxx)))/((sqrt(y)*(xmaxx))/(sin(y)minabs(z))))-((sin((zmaxx))minabs((yminy)))min(abs((z/z))+((y^0.5)/(x+x))))))))
6,1,2,0.19007825611670726,(abs(((((sin(cos(z))min(abs(y)/(0.5/y)))/abs(((z+z)-cos(x))))/sqrt(sin(cos((x^y)))))^(((sqrt((yminx))-((y^z)^sqrt(x)))maxcos(((x^z)+(zmaxy))))-((((z+y)-abs(0.5))max((z/z)^(0.5min0.5)))min((abs(0.5)^cos(z))max(cos(z)-(z+z)))))))+cos(((cos(sin(((y+x)max(0.5/z))))max((((y-x)min(x*0.5))max((zmin0.5)max(0.5/0.5)))/sqrt(sqrt((z*z)))))minabs(((((ymax0.5)^cos(x))^(cos(y)*sin(y)))*sin(cos(sqrt(x))))))))
6,1,3,0.08480822063540724,((((sin((((y-0.5)/sqrt(y))^((zminx)+(ymaxy))))max(abs(sin((z/0.5)))/((sqrt(z)+cos(x))max((y/0.5)-abs(0.5)))))^cos((sqrt(((x/0.5)minabs(x)))/(((ymaxy)/(x-z))^(sqrt(x)^(x^y))))))min(cos(sqrt(sqrt(sqrt((x-y)))))+cos(((((y-0.5)^(0.5/y))*abs(cos(z)))min(sqrt((zmax0.5))-((x*0.5)^(z/x)))))))*sqrt(((((sin(sin(0.5))-((x-x)-cos(y)))+(sin((y^0.5))-((0.5-0.5)+(z/z))))-(sqrt(((y-x)^sin(z)))+sin(((x/y)/(0.5maxx)))))/((sin(((y*x)max(0.5/x)))max(((y/0.5)mincos(y))+(cos(y)^sin(z))))+sqrt(sqrt(sin(abs(x))))))))
6,1,4,0.17099210961430195,cos(sin((sqrt((sin(sin((z*z)))*(((z+z)+(0.5minx))/((z/z)/cos(z)))))minabs((((abs(x)maxcos(z))/((x/0.5)/(z/x)))minsqrt(sin((z*0.5))))))))
6,1,5,0.13898888147031074,(((sqrt(sqrt(((cos(x)maxabs(y))+((x*y)/(ymaxy)))))max(abs((sin((xmin0.5))^(cos(y)min(z+0.5))))+((sin((0.5/0.5))^abs((y*x)))-(sin((0.5+0.5))min((z-x)min(x/z))))))+sqrt((cos((sqrt((x^x))max((x+z)min(z/y))))/(cos(((z*x)/abs(x)))max((abs(y)-(0.5minz))^(sin(x)min(0.5+z)))))))*((sqrt(((((x^x)*sqrt(z))^((z-x)-(z-x)))*cos(cos(sin(y)))))-(sin((((0.5/0.5)^sin(z))*((y-z)*abs(x))))min(sin((sin(y)maxsin(0.5)))min(abs((z/x))max((zminz)/sqrt(z))))))*cos((sin((((ymaxz)-sqrt(x))max((xmin0.5)min(0.5^y))))/((((y/z)*sqrt(x))*abs(sqrt(y)))/sin((cos(x)/(ymaxx))))))))
6,1,6,0.11948464196981301,abs((abs(abs((abs(x)+sqrt(0.5))))^(z^cos((abs(((y-z)maxsqrt(x)))^((y-(x*0.5))max((0.5maxz)maxy)))))))
6,1,7,0.12899771613736222,y
6,1,8,0.14100897043096466,((((((((0.5miny)-sin(z))-cos((z*z)))max(((z/0.5)/(0.5^y))min(abs(0.5)-(xminx))))+(sqrt(abs(sqrt(z)))^((cos(x)+cos(y))min(cos(z)min(y+y)))))+(cos((sqrt((xminz))max(cos(y)minsqrt(0.5))))^cos(cos(((zminy)max(y*0.5))))))minsin(((cos(((ymax0.5)*(zminz)))*(((x/x)+(0.5^x))-((zminy)/abs(y))))^(((sqrt(y)-abs(x))minsin((0.5max0.5)))+abs(sqrt((0.5^0.5)))))))max(sin(((((sin(z)/(x*y))*((z-0.5)*sqrt(0.5)))^cos(cos((0.5maxy))))*((cos(abs(y))max((z^z)*abs(y)))max((abs(y)maxsin(0.5))+sin(cos(x))))))minabs(abs(cos((((0.5miny)^(0.5miny))*sin((y^0.5))))))))
7,1,0,0.09777649082415606,((abs((sin(abs(sqrt((y-y))))/sqrt((sqrt((z/z))^((y/z)min(x+z))))))+(abs(((((x-y)^(y^y))*((0.5-0.5)-(y/0.5)))max((abs(0.5)/sqrt(x))max(cos(0.5)min(0.5-z)))))mincos(((abs((z*x))^sqrt((x-x)))/sin((sin(y)minabs(z)))))))+(((sin(((sqrt(0.5)/(xminx))^((x*0.5)+(x^0.5))))^sqrt((cos((y-z))maxcos(sin(0.5)))))/(((sin((0.5min0.5))max((z^y)/(xmin0.5)))maxsqrt(((x/x)*sin(x))))/(sin(((0.5*0.5)/(zmaxz)))maxsin((cos(y)max(x/z))))))*sin(sin(cos((((0.5^0.5)min(x/z))^(cos(0.5)+sin(y))))))))
7,1,1,0.15463455269955614,(sin(((((((x^z)min(zminx))-sin((xmaxz)))*(((y/y)*(z-z))/((0.5^0.5)min(x^z))))min((((zmaxy)^(ymaxx))maxcos((z-z)))^sin(((0.5/z)max(0.5+0.5)))))-((((sin(0.5)-cos(0.5))min((x/z)-(z-x)))+sqrt(cos((0.5*y))))*(((abs(z)/(0.5minx))^(abs(0.5)min(z+x)))-abs(cos((z^x)))))))^((((cos(((z*0.5)-(z*y)))max(cos(sqrt(y))min((y-y)/(zmax0.5))))^cos((((x*y)max(z*y))+sin((x+0.5)))))/sqrt(sin(cos(abs(abs(0.5))))))max((((cos(sin(y))min((xmaxx)+sqrt(y)))maxcos(cos((ymaxx))))+(sin(cos(cos(z)))-abs((sqrt(0.5)-abs(x)))))*(cos((sqrt(cos(y))min((0.5+0.5)+(0.5maxy))))^(cos((sqrt(y)-sqrt(z)))maxsqrt(((z-0.5)max(x*x))))))))
